,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
Tsatraphyllias,Tsatraphyllias,GPE,-0.37777778,0.64444444,en,1.00000000,,0,,,,,,
Orlando,Orlando,GPE,-0.70000000,0.70000000,en,1.00000000,4119965-0,4167147,P,28.53834000,-81.37924000,NORTH-AMERICA,United States,ENA
Doncic,Doncic,GPE,-0.40000000,0.60000000,en,1.00000000,,0,,,,,,
Retziki,Retziki,GPE,-0.05000000,0.20000000,en,1.00000000,,734405,P,40.65806000,22.99378000,EUROPE-AFRICA,Greece,MED
North Shore,North Shore,LOC,0.17777778,0.35555556,en,1.00000000,16338458-7,5108169,P,40.72510000,-73.24539000,NORTH-AMERICA,United States,ENA
the Alto Adige,the Alto Adige,LOC,-0.10000000,0.10000000,en,1.00000000,,0,,,,,,
Soulio,Soulio,GPE,0.00000000,0.75000000,en,1.00000000,,636146,T,60.46789000,27.16705000,EUROPE,Finland,NEU
Pyrgos Ilias,Pyrgos Ilias,GPE,0.00000000,0.00000000,en,1.00000000,4103464-8,255229,P,37.67513000,21.44102000,EUROPE-AFRICA,Greece,MED
Santiago,Santiago,GPE,0.21666667,0.36666667,en,1.00000000,4122723-2,3871336,P,-33.45694000,-70.64827000,SOUTH-AMERICA,Chile,SWS
​​the Municipality of Aegialia,​​the Municipality of Aegialia,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
​​the land zone,​​the land zone,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Megistis,Megistis,GPE,0.00000000,0.00000000,en,1.00000000,,253107,T,36.11408000,29.63583000,EUROPE-AFRICA,Greece,MED
Kastellorizos,Kastellorizos,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
the Tower of Chios,the Tower of Chios,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Rubaya,Rubaya,GPE,-0.30000000,0.40000000,en,1.00000000,,11400191,A,-2.70724000,29.99789000,AFRICA,Burundi,SEAF
Peristeri,Peristeri,GPE,-0.10000000,0.10000000,en,1.00000000,7667663-8,255524,P,38.01539000,23.69187000,EUROPE-AFRICA,Greece,MED
Pyla,Pyla,GPE,0.00000000,0.33333333,en,1.00000000,,0,,,,,,
the Municipality of Peristeri,the Municipality of Peristeri,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Zaragoza,Zaragoza,GPE,-0.30833333,0.38055556,en,1.00000000,4079463-5,3104324,P,41.65606000,-0.87734000,EUROPE-AFRICA,Spain,MED
Papagou,Papagou,GPE,0.20800000,0.70200000,en,1.00000000,,256342,P,37.98642000,23.79347000,EUROPE-AFRICA,Greece,MED
Aceh province,Aceh province,GPE,0.56333333,0.95333333,en,1.00000000,,1215502,P,5.54167000,95.33333000,ASIA,Indonesia,SEA
Byronas,Byronas,GPE,-0.10000000,0.10000000,en,1.00000000,,0,,,,,,
Spyr,Spyr,GPE,-0.27301587,0.58730159,en,1.00000000,4056179-3,2830582,P,49.32083000,8.43111000,EUROPE,Germany,WCE
Poseidon,Poseidon,LOC,-0.26250000,0.29166667,en,1.00000000,,6628909,H,-77.45000000,162.18333000,POLAR,Antarctica,EAN
Kurdistan,Kurdistan,GPE,0.18750000,0.33333333,en,1.00000000,4033793-5,126585,L,37.00000000,44.00000000,ASIA,Iraq,WCA
the Middle East - Locks,the Middle East - Locks,LOC,0.00000000,0.00000000,en,1.00000000,,4845928,S,41.92815000,-72.63176000,NORTH-AMERICA,United States,ENA
Northern Aegean,Northern Aegean,LOC,-0.34090909,0.48333333,en,1.00000000,,5882448,H,50.82143000,-94.75741000,NORTH-AMERICA,Canada,NEN
Central Greece,Central Greece,LOC,0.00000000,0.25000000,en,1.00000000,,6697800,A,38.35243000,23.13995000,EUROPE-AFRICA,Greece,MED
Maori,Maori,GPE,-0.10000000,0.10000000,en,1.00000000,,2187375,H,-43.56667000,171.16667000,OCEANIA,New Zealand,NZ
Jebel Ali,Jebel Ali,GPE,0.10000000,0.40000000,en,1.00000000,5328451-3,11524601,P,25.00255000,55.10811000,ASIA,United Arab Emirates,ARP
the North Island,the North Island,LOC,-0.10000000,0.10000000,en,1.00000000,4229389-3,4796512,P,17.72751000,-64.74698000,CENTRAL-AMERICA,U.S. Virgin Islands,CAR
Engomi,Engomi,GPE,-0.20000000,0.40000000,en,1.00000000,1202351123,146638,P,35.16272000,33.88322000,EUROPE-AFRICA,Cyprus,MED
Burj,Burj,GPE,0.00000000,0.00000000,en,1.00000000,,6949499,S,25.19720000,55.27420000,ASIA,United Arab Emirates,ARP
Zakaki,Zakaki,GPE,-0.20000000,0.40000000,en,1.00000000,,145951,P,34.65864000,33.00260000,EUROPE-AFRICA,Cyprus,MED
the United Arab…,the United Arab…,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Syros,Syros,GPE,0.00000000,0.00000000,en,1.00000000,4077464-8,253775,T,37.44145000,24.91922000,EUROPE-AFRICA,Greece,MED
Kissavos,Kissavos,GPE,0.00000000,0.00000000,en,1.00000000,7546882-7,256236,T,39.79575000,22.68497000,EUROPE-AFRICA,Greece,MED
the Northern Lights,the Northern Lights,LOC,0.26666667,0.80000000,en,1.00000000,,4981383,L,43.56064000,-70.20588000,NORTH-AMERICA,United States,ENA
Tokat,Tokat,GPE,0.00000000,0.00000000,en,1.00000000,4273162-8,738743,P,40.31389000,36.55444000,EUROPE-AFRICA,Turkey,MED
Rome,Rome,GPE,-0.46666667,0.49206349,en,1.00000000,4050471-2,3169070,P,41.89193000,12.51133000,EUROPE-AFRICA,Italy,MED
onalert.gr,onalert.gr,GPE,0.13333333,0.32222222,en,1.00000000,,0,,,,,,
Argos,Argos,GPE,-0.05000000,0.20000000,en,1.00000000,4079822-7,264670,P,37.63333000,22.73333000,EUROPE-AFRICA,Greece,MED
Bigfoot,Bigfoot,GPE,0.13636364,0.45454545,en,1.00000000,,8211770,H,-41.85000000,146.24000000,OCEANIA,Australia,SAU
Mandra,Mandra,GPE,0.00000000,0.00000000,en,1.00000000,4037302-2,257811,P,38.06667000,23.50000000,EUROPE-AFRICA,Greece,MED
Strait of Hormuz,Strait of Hormuz,LOC,0.00000000,0.00000000,en,1.00000000,,287878,H,26.56667000,56.25000000,ASIA,Oman,WCA
Souli,Souli,GPE,0.15416667,0.55416667,en,1.00000000,,253437,P,39.35825000,20.64272000,EUROPE-AFRICA,Greece,MED
Ioannita,Ioannita,GPE,0.15416667,0.55416667,en,1.00000000,,0,,,,,,
Tunis,Tunis,GPE,-0.18750000,0.50000000,en,1.00000000,4061206-5,2464461,A,34.00000000,9.00000000,EUROPE-AFRICA,Tunisia,MED
the Municipality of Souli,the Municipality of Souli,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Abu Dhabi - Fire,Abu Dhabi - Fire,GPE,-0.30000000,0.40000000,en,1.00000000,,0,,,,,,
west coast,west coast,LOC,0.10000000,0.40000000,en,1.00000000,,12492673,L,39.28000000,-155.26000000,PACIFIC,United States,NPO
Sepolia,Sepolia,GPE,-0.05000000,0.00000000,en,1.00000000,,8740139,P,38.00425000,23.71824000,EUROPE-AFRICA,Greece,MED
Perivola Patras,Perivola Patras,GPE,0.00000000,0.00000000,en,1.00000000,,255514,P,38.21114000,21.77053000,EUROPE-AFRICA,Greece,MED
Perivola,Perivola,GPE,0.00000000,0.00000000,en,1.00000000,,255514,P,38.21114000,21.77053000,EUROPE-AFRICA,Greece,MED
Mikrospilia,Mikrospilia,GPE,-0.11666667,0.39166667,en,1.00000000,,257010,P,39.42333000,21.09258000,EUROPE-AFRICA,Greece,MED
the Denizli province,the Denizli province,GPE,0.43333333,0.73333333,en,1.00000000,,12035657,L,37.83305000,29.10410000,EUROPE-AFRICA,Turkey,MED
Earth - Bringing,Earth - Bringing,LOC,0.30000000,0.90000000,en,1.00000000,,0,,,,,,
Egnatia,Egnatia,GPE,0.00000000,0.00000000,en,1.00000000,4021385-7,3177430,S,40.88776000,17.39067000,EUROPE-AFRICA,Italy,MED
Hortiatis,Hortiatis,GPE,0.43611111,0.70277778,en,1.00000000,,0,,,,,,
aurora borealis,aurora borealis,LOC,0.53333333,0.96666667,en,1.00000000,,8125128,S,58.59278000,-134.86278000,NORTH-AMERICA,United States,NWN
Northern Lights,Northern Lights,LOC,0.00000000,0.00000000,en,1.00000000,,6084210,A,57.46822000,-118.00252000,NORTH-AMERICA,Canada,NWN
Philippine Sea,Philippine Sea,LOC,0.20000000,0.55833333,en,1.00000000,,0,H,20.00000000,135.00000000,,,
